Name,Age,BloodGroup,loc_ngo,loc_hosp,phnum,ID
Dorothea Alfred,70,AB-,,hosp0080,(580)732-8207,rc2467
Leslie Mabry,42,A+,ngo0088,,(229)118-8643,rc2468
Dina Lindgren,62,A-,ngo0025,,(718)404-7135,rc2469
Nilda Carman,16,AB-,,hosp0128,(414)116-6255,rc2470
Barrett Falk,73,A+,ngo0134,,(928)461-3108,rc2471
Alva Mclaurin,2,B-,,hosp0049,(435)853-6646,rc2472
Carmen Cole,32,B+,ngo0015,,(408)991-6439,rc2473
Ivan Lock,66,O-,,hosp0180,(347)206-7980,rc2474
Trevor Stafford,63,O+,ngo0047,,(207)509-7279,rc2475
Shawn Irby,9,B-,ngo0134,,(310)782-3075,rc2476
Julian Mock,47,AB+,ngo0118,,(234)719-9937,rc2477
Shanna Stott,49,A-,ngo0114,,(518)135-7120,rc2478
Stanley Moten,69,B-,,hosp0203,(915)610-7797,rc2479
Bryce Haase,66,A+,ngo0093,,(606)802-7990,rc2480
Dovie Moya,53,AB-,,hosp0066,(980)367-1229,rc2481
Hallie Hamby,46,AB-,ngo0035,,(701)389-8893,rc2482
Elijah Kingsbury,71,O+,,hosp0203,(210)829-1384,rc2483
Twila Collado,28,O+,,hosp0165,(336)929-4196,rc2484
Lupe Seidel,58,AB+,ngo0057,,(917)619-2756,rc2485
Noble Huey,63,AB+,ngo0004,,(413)544-3897,rc2486
Princess Behrens,23,A+,,hosp0125,(203)762-5885,rc2487
Merrill Badger,12,AB-,,hosp0059,(707)942-9981,rc2488
Jason Quinn,25,AB-,ngo0002,,(316)718-5899,rc2489
Chong Reynolds,79,O-,,hosp0051,(347)865-8356,rc2490
Debra Thomsen,49,B+,ngo0085,,(347)723-3437,rc2491
Patrica Hyland,28,AB+,ngo0097,,(828)929-7039,rc2492
Dante Mcmaster,52,A-,,hosp0006,(703)465-5832,rc2493
Nelson Hodges,71,A+,,hosp0027,(405)135-4620,rc2494
Rex Stanford,48,AB-,,hosp0064,(360)206-2779,rc2495
Philip Oates,22,B-,ngo0084,,(901)361-2494,rc2496
Reina Hall,62,B+,,hosp0124,(975)309-4288,rc2497
Rigoberto Dykes,86,AB+,ngo0012,,(985)708-2971,rc2498
Joseph Kirkland,94,B+,,hosp0037,(218)934-5055,rc2499
Sydney Stockton,85,B+,ngo0105,,(315)993-9881,rc2500
Ginny Wisniewski,13,B+,ngo0001,,(304)278-4191,rc2501
Bobby Munn,18,A-,ngo0066,,(734)363-1692,rc2502
Leah Crowley,23,A-,,hosp0108,(975)324-9593,rc2503
Easter Nava,26,A-,,hosp0008,(941)629-5393,rc2504
Bertie Clapp,77,B+,ngo0079,,(404)842-9016,rc2505
Chance Faulkner,10,AB+,,hosp0145,(518)506-7203,rc2506
Colton Sallee,77,A+,ngo0071,,(479)547-5368,rc2507
Rashad Latimer,89,O-,ngo0005,,(858)288-2839,rc2508
Newton Rickman,71,A+,ngo0025,,(262)990-4034,rc2509
Stanley Almond,37,AB-,,hosp0052,(505)419-8967,rc2510
Ty Grey,79,AB+,,hosp0016,(959)367-4808,rc2511
Clifford Hartley,51,B+,,hosp0013,(425)245-3250,rc2512
Noel Law,4,O-,ngo0093,,(269)708-2656,rc2513
Jacob Beeson,90,B-,ngo0042,,(603)775-1808,rc2514
Agustin Sell,10,B+,ngo0061,,(612)212-6859,rc2515
Joelle Peters,4,A-,ngo0048,,(631)262-1993,rc2516
Herschel Shifflett,96,O+,,hosp0149,(254)467-6606,rc2517
Nathanial Grisham,46,O+,ngo0049,,(321)639-2236,rc2518
Jayson Cady,26,B+,,hosp0023,(724)124-7933,rc2519
Ann Mcduffie,19,O-,ngo0014,,(850)945-9613,rc2520
Jerrod Windsor,3,A-,,hosp0036,(304)158-7876,rc2521
Fermin Sage,26,B-,,hosp0169,(931)828-2505,rc2522
Katharine Kerr,29,O-,ngo0068,,(239)227-7798,rc2523
Adelina Garmon,45,A+,,hosp0080,(785)677-3162,rc2524
Laverne Still,16,O-,,hosp0056,(401)657-1235,rc2525
Cassandra Goebel,5,A+,ngo0086,,(715)314-4484,rc2526
Brooke Curtin,94,A-,,hosp0165,(401)385-9045,rc2527
Alberto Burke,28,B-,ngo0033,,(318)978-3430,rc2528
Laureen Tellez,96,A+,,hosp0033,(907)448-5045,rc2529
Janis Guy,22,AB-,,hosp0005,(304)907-1966,rc2530
Maudie Mize,9,AB+,,hosp0197,(407)594-7115,rc2531
Robert Heller,7,B+,ngo0007,,(701)753-8597,rc2532
Walker Battles,10,O-,,hosp0063,(915)715-8643,rc2533
Brenna Centeno,10,A+,ngo0071,,(406)954-5836,rc2534
Valentin Ceja,97,AB-,,hosp0069,(574)273-8898,rc2535
Jewell Cabral,66,A+,,hosp0200,(956)494-5654,rc2536
Aaron Spruill,21,AB+,,hosp0011,(215)995-7462,rc2537
Florencio Christmas,35,A+,,hosp0075,(253)508-4905,rc2538
Giovanni Weinstein,31,O+,ngo0015,,(401)774-7234,rc2539
Gaye Dubois,69,B+,,hosp0103,(608)203-8568,rc2540
Sheena Cross,5,O+,ngo0096,,(404)862-9375,rc2541
Shelby Wise,31,O-,,hosp0010,(915)842-5261,rc2542
Ronda Henson,16,B-,,hosp0042,(283)177-3649,rc2543
Galen Fierro,10,B-,ngo0111,,(248)714-2641,rc2544
Morris Allman,61,B-,,hosp0043,(414)963-4787,rc2545
Jamison Urbina,43,B+,,hosp0199,(445)196-2523,rc2546
Hilton Hoppe,43,AB+,,hosp0147,(304)561-8476,rc2547
Cedrick Shockley,33,O+,ngo0026,,(720)503-6384,rc2548
Felecia Pettis,74,AB-,ngo0049,,(636)505-5134,rc2549
Marshall Dover,88,A+,,hosp0127,(812)344-1339,rc2550
Maurice Jacoby,6,A-,,hosp0165,(979)561-9179,rc2551
Angel Burge,36,AB-,,hosp0095,(512)432-9108,rc2552
Taylor Swenson,29,AB-,ngo0059,,(947)581-5556,rc2553
Theron Webb,22,B+,,hosp0089,(515)686-7747,rc2554
Lucila Keating,53,A-,ngo0102,,(947)350-7290,rc2555
Wiley Hardwick,85,B-,ngo0097,,(302)947-1487,rc2556
Geraldine Ingle,43,B-,,hosp0201,(702)782-7802,rc2557
Nestor Lebron,77,O-,,hosp0121,(803)909-5185,rc2558
Vera Reeves,35,B+,ngo0007,,(334)244-9950,rc2559
Adele Oswalt,84,B+,,hosp0047,(740)786-7315,rc2560
Micheal Whelan,48,AB+,ngo0118,,(567)366-8137,rc2561
Lottie Lai,5,A+,,hosp0100,(434)862-4609,rc2562
Lesley Sanderson,56,A-,ngo0061,,(505)469-2235,rc2563
Bert Tracey,60,B-,,hosp0151,(464)313-8415,rc2564
Marylou Watson,5,A+,ngo0021,,(971)866-1481,rc2565
Russell Fusco,76,A+,ngo0122,,(859)753-2486,rc2566
Kimberlee Teel,42,B-,ngo0031,,(361)657-7733,rc2567
Migdalia Ash,29,O+,ngo0025,,(405)174-1427,rc2568
Brooks Badillo,86,O-,ngo0076,,(859)818-2977,rc2569
Lesley Espinal,21,B-,ngo0041,,(413)620-1743,rc2570
Bonnie Peachey,60,O-,ngo0135,,(785)623-5366,rc2571
Melisa Ahern,25,A+,ngo0088,,(208)477-9752,rc2572
Shayla Trahan,77,O+,,hosp0040,(304)757-6918,rc2573
Jed Oldham,38,O+,,hosp0127,(302)420-9628,rc2574
Roxie Walling,18,A+,ngo0027,,(816)736-8267,rc2575
Evan Banner,26,AB+,,hosp0197,(440)935-8367,rc2576
Dovie Borders,65,O+,ngo0040,,(334)261-7994,rc2577
Chiquita Pinson,99,B-,,hosp0044,(678)851-6665,rc2578
Andres Savoy,60,O-,ngo0067,,(571)529-3284,rc2579
Jesica Denson,81,A-,ngo0084,,(716)157-9194,rc2580
Linnie Bratcher,64,B-,,hosp0164,(563)153-9689,rc2581
Shannon Bui,86,A-,ngo0003,,(406)645-9189,rc2582
Pedro Caudle,6,B-,ngo0079,,(713)756-6032,rc2583
Korey Clemons,39,AB+,ngo0074,,(520)691-8610,rc2584
Chantel Surratt,36,A+,,hosp0153,(219)158-7459,rc2585
Christian Joy,44,AB-,ngo0069,,(501)371-4959,rc2586
Virgil Crosby,24,A+,,hosp0090,(870)218-2392,rc2587
Lyndon Livingston,47,O+,,hosp0054,(207)830-3990,rc2588
Diane Nolan,22,A+,ngo0050,,(303)451-3410,rc2589
Jewel Best,82,A-,ngo0094,,(347)143-7462,rc2590
Leila Embry,73,B-,ngo0037,,(617)165-6456,rc2591
Kellie Baugh,37,A-,ngo0057,,(718)896-5289,rc2592
Marcel Flynn,51,B-,ngo0042,,(520)555-8126,rc2593
Adelaida Gilmer,23,AB+,,hosp0040,(202)948-2585,rc2594
Steven Burks,45,AB-,,hosp0126,(251)464-9714,rc2595
Avery Harlan,69,B-,,hosp0054,(980)542-7165,rc2596
Jeramy Boswell,86,O-,,hosp0125,(304)405-9293,rc2597
Maritza Michaud,41,A+,,hosp0082,(283)867-9626,rc2598
Jame Benge,0,A+,ngo0068,,(760)358-5935,rc2599
Gerardo Cowart,75,O+,,hosp0109,(843)919-5436,rc2600
Homer Soper,17,AB-,ngo0024,,(215)528-9867,rc2601
Precious Winfrey,28,A+,,hosp0159,(903)362-3094,rc2602
Dillon Ybarra,11,AB+,,hosp0089,(601)737-5667,rc2603
Jovita Rossi,23,O-,,hosp0012,(443)850-4985,rc2604
Lisa Varela,90,O+,,hosp0164,(479)306-5923,rc2605
Alfonzo Bright,98,AB+,ngo0103,,(414)531-5279,rc2606
Claudette Cruz,42,O+,,hosp0210,(304)678-6974,rc2607
Quentin Bayne,61,AB-,,hosp0109,(704)367-2126,rc2608
Katina Silva,94,O+,,hosp0101,(580)665-2601,rc2609
Antione Coats,37,A+,,hosp0049,(254)265-2046,rc2610
Hannah Carmichael,75,AB-,,hosp0033,(847)547-9106,rc2611
Christoper Seal,73,B+,,hosp0118,(979)634-2613,rc2612
Vickey Shivers,75,B+,,hosp0073,(479)321-6723,rc2613
Linwood Muniz,45,B+,ngo0001,,(718)485-6792,rc2614
Leonor Arriaga,52,A+,,hosp0202,(909)928-4793,rc2615
Nora Desjardins,91,AB+,,hosp0144,(203)405-8281,rc2616
Alissa Garvin,39,O+,ngo0078,,(304)319-3979,rc2617
Florencio Sawyers,55,B-,,hosp0118,(607)941-9242,rc2618
Idella Forrest,39,B-,,hosp0211,(781)642-3766,rc2619
Aretha Clinton,5,A+,,hosp0017,(505)544-2875,rc2620
Amparo Behrens,49,O+,ngo0027,,(603)652-5182,rc2621
Tameka Bowser,81,B+,,hosp0186,(718)908-7620,rc2622
Avis Greiner,90,B-,ngo0082,,(740)764-3453,rc2623
Darlene Krueger,44,B-,ngo0101,,(785)876-9746,rc2624
Wilfredo Costa,97,AB+,ngo0011,,(224)284-2385,rc2625
Consuelo Marra,68,B+,,hosp0027,(302)679-3338,rc2626
Rene Beverly,87,B+,ngo0110,,(424)934-6808,rc2627
Osvaldo Mcdougall,43,A-,,hosp0092,(585)396-6654,rc2628
Ophelia Haggard,82,AB+,ngo0075,,(975)625-1974,rc2629
Merle Fulton,49,O-,,hosp0073,(801)568-8954,rc2630
Charlene Bearden,58,A-,ngo0122,,(307)685-3302,rc2631
Ona Schumacher,36,AB-,,hosp0044,(319)782-6706,rc2632
Shelly Towle,60,A-,ngo0075,,(347)259-4301,rc2633
Bernie Wisniewski,51,AB+,,hosp0114,(828)884-1816,rc2634
Johnny Shifflett,3,A+,ngo0096,,(719)397-7405,rc2635
Floy Gannon,74,AB+,ngo0044,,(731)626-1867,rc2636
Eleanor Rodriquez,10,AB+,,hosp0096,(386)454-1624,rc2637
Carmen Adkins,16,A+,ngo0116,,(351)643-5681,rc2638
Florence Campbell,70,O-,,hosp0074,(713)573-7237,rc2639
Abby Kiefer,21,A-,ngo0077,,(276)485-7393,rc2640
Hilda Howes,49,O-,ngo0123,,(918)147-8566,rc2641
Josiah Gale,14,O-,,hosp0186,(662)351-5096,rc2642
Minnie Malone,48,A-,,hosp0006,(574)999-7182,rc2643
Ada Drayton,52,A-,ngo0066,,(540)886-3663,rc2644
Rene Seidel,48,O+,,hosp0161,(678)219-7768,rc2645
Mirna Wren,33,O+,,hosp0117,(414)891-3794,rc2646
Angelique Torrence,59,O-,,hosp0050,(719)513-7374,rc2647
Ron Oconnell,8,O-,,hosp0087,(563)823-5017,rc2648
Claud Lehman,21,AB-,ngo0046,,(571)656-5419,rc2649
Audra Lytle,34,A+,ngo0070,,(557)924-9020,rc2650
Jack Petersen,2,B+,ngo0002,,(872)253-8035,rc2651
Cherie Meadows,49,AB+,ngo0001,,(262)884-9500,rc2652
Cari Chapin,76,A-,ngo0108,,(901)890-7451,rc2653
Darron Suggs,6,O+,ngo0119,,(570)380-3040,rc2654
Diann Mccrory,28,O+,,hosp0138,(269)862-1127,rc2655
Lupe Lee,26,A-,,hosp0138,(564)404-5472,rc2656
Julie Pickens,61,A+,,hosp0161,(737)299-7087,rc2657
Micah Wilber,7,A+,,hosp0211,(615)390-3384,rc2658
Charley Earle,24,B+,,hosp0029,(858)546-8631,rc2659
Federico Battles,7,A-,ngo0098,,(916)868-1978,rc2660
Lucien Clemens,97,AB-,ngo0114,,(417)387-6587,rc2661
Cathryn Ammons,75,AB-,ngo0114,,(716)869-4001,rc2662
Elvia Stacey,84,AB+,,hosp0008,(959)634-7636,rc2663
Filomena Crockett,97,B+,ngo0024,,(609)471-8610,rc2664
Rory Crisp,30,B-,ngo0125,,(571)588-8821,rc2665
Gabriela Caskey,46,AB+,ngo0127,,(551)299-2804,rc2666
Sonya Cave,28,B-,,hosp0048,(318)315-2186,rc2667
Julianna Roman,44,O+,ngo0075,,(931)644-8870,rc2668
Junior Templeton,27,O+,,hosp0162,(605)319-9122,rc2669
Britt Needham,7,B+,ngo0117,,(352)869-7643,rc2670
Lincoln Mcconnell,53,O-,,hosp0096,(975)263-4751,rc2671
Tobias Main,85,O-,ngo0109,,(503)348-9844,rc2672
Ken Lindley,32,A+,ngo0104,,(585)516-3328,rc2673
Courtney Mckinley,25,AB+,ngo0005,,(207)379-2791,rc2674
Antonio Siegel,75,AB-,ngo0107,,(661)919-5109,rc2675
Jeri Brackett,34,B-,,hosp0053,(515)592-3234,rc2676
Greta Webb,39,A+,,hosp0183,(931)655-6854,rc2677
Alonso Larson,76,O-,ngo0077,,(856)658-3642,rc2678
Dewitt Frasier,53,AB-,,hosp0153,(315)784-3944,rc2679
Angela Fletcher,67,O-,ngo0050,,(828)716-9528,rc2680
Roma Ragan,83,AB-,,hosp0205,(541)981-1595,rc2681
Roma Bechtel,18,A+,ngo0041,,(516)332-5033,rc2682
Treva Brewer,84,B+,,hosp0181,(301)798-2554,rc2683
Floy East,62,B+,ngo0036,,(706)949-5281,rc2684
Stephanie Hyatt,14,B+,,hosp0180,(605)208-6255,rc2685
Rosetta Wendt,40,A+,,hosp0135,(412)321-8148,rc2686
Sallie Hinson,13,O-,,hosp0133,(630)166-4580,rc2687
Rebecca Lucero,30,A+,ngo0084,,(661)490-3880,rc2688
Lily Dye,35,A-,,hosp0065,(330)280-3373,rc2689
Mohammed Reardon,22,A+,ngo0120,,(505)335-2680,rc2690
Reta Mays,46,O+,,hosp0059,(312)703-1842,rc2691
Ulysses Boling,43,A-,,hosp0081,(513)503-2574,rc2692
Freeman Brent,99,A-,ngo0030,,(283)133-8104,rc2693
Holly Sadler,35,B+,,hosp0090,(304)423-8050,rc2694
Bridgett Reddick,84,B-,,hosp0095,(603)448-6967,rc2695
Teresita Settles,18,O-,,hosp0192,(734)167-1937,rc2696
Clarissa Bowden,87,A+,ngo0034,,(419)319-2584,rc2697
Idella Caraballo,12,AB-,,hosp0022,(703)623-9571,rc2698
Amber Phillips,13,AB-,,hosp0021,(802)823-7648,rc2699
Ty Beardsley,49,A-,ngo0109,,(563)720-7854,rc2700
Renate Peterman,71,B+,ngo0017,,(914)751-4057,rc2701
Raymon Najera,66,AB-,,hosp0154,(304)558-1538,rc2702
Edgar Betancourt,70,AB+,ngo0049,,(920)840-2535,rc2703
Shellie Beers,49,O-,,hosp0047,(570)306-8852,rc2704
Austin Terrell,64,O-,,hosp0159,(847)885-6761,rc2705
Faye Canales,29,A-,,hosp0149,(207)694-4527,rc2706
Garth Oliphant,38,AB+,,hosp0192,(313)720-1913,rc2707
Georgie Braden,79,B+,,hosp0039,(585)427-1836,rc2708
Freida Trejo,45,A-,,hosp0184,(775)447-8801,rc2709
Beatrice Pryor,89,AB+,ngo0092,,(267)641-8776,rc2710
Dean Hostetler,77,AB+,,hosp0023,(562)433-4157,rc2711
Jorge Worthy,87,O+,,hosp0003,(615)898-5967,rc2712
Adalberto Applegate,66,O-,ngo0134,,(903)172-4361,rc2713
Carmine Doan,48,B+,ngo0034,,(703)701-3584,rc2714
Kathleen Otero,27,AB-,,hosp0026,(814)124-4462,rc2715
Bridget Meyers,96,A-,ngo0039,,(605)264-4191,rc2716
Destiny Rutter,64,AB+,,hosp0057,(435)724-5947,rc2717
Luanne Mcalister,99,A+,ngo0001,,(304)718-5455,rc2718
Malik Hinojosa,76,AB+,ngo0045,,(304)294-7078,rc2719
Herminia Segura,50,O-,,hosp0036,(254)886-2016,rc2720
Normand Albritton,2,B+,,hosp0072,(567)524-8312,rc2721
Simone Estes,51,O+,ngo0003,,(615)630-5024,rc2722
Earle Ramirez,75,O-,ngo0056,,(315)709-8503,rc2723
Audra Mclane,20,O+,ngo0027,,(754)803-2609,rc2724
Danna Martinez,56,B+,,hosp0098,(765)349-1264,rc2725
Fritz Rhoden,96,A+,ngo0076,,(618)615-3372,rc2726
Jeannette Larson,75,B+,,hosp0178,(651)120-6953,rc2727
Dominic Downing,3,O+,,hosp0110,(331)926-4873,rc2728
Darell Shivers,15,AB-,,hosp0075,(228)149-8092,rc2729
Sheldon Boland,34,AB+,ngo0045,,(843)137-9543,rc2730
Cynthia Hunt,60,B+,,hosp0156,(425)380-4166,rc2731
Yvette Poling,62,O+,,hosp0057,(571)904-5544,rc2732
Wyatt Helm,5,AB+,ngo0009,,(567)395-7815,rc2733
Roland Beam,58,AB-,,hosp0148,(734)685-4937,rc2734
Russell Hendon,20,A+,,hosp0035,(267)555-5885,rc2735
Danna Lunn,36,AB+,,hosp0194,(603)146-6442,rc2736
Damion Clevenger,47,O+,,hosp0054,(414)301-7253,rc2737
Hiram Lucas,55,A-,ngo0097,,(616)246-3253,rc2738
Garry Ryan,61,A-,,hosp0005,(623)629-4606,rc2739
Dovie Purdy,83,A+,,hosp0093,(812)577-9354,rc2740
Ray Stein,79,O+,,hosp0060,(605)708-5146,rc2741
Eunice Hildebrand,80,A+,ngo0112,,(713)931-4082,rc2742
Philomena Grier,13,B+,,hosp0194,(701)674-1232,rc2743
Michaela Culpepper,95,O-,,hosp0039,(440)721-1317,rc2744
Sean Eldridge,21,O+,,hosp0133,(860)202-3576,rc2745
Hortencia Timmerman,66,B-,ngo0076,,(207)537-8792,rc2746
Milton Wolcott,43,O+,ngo0055,,(309)858-9399,rc2747
Madge Jett,38,AB-,,hosp0149,(651)613-7640,rc2748
Judi Pinto,78,B-,ngo0072,,(316)342-8306,rc2749
Alexander Lefebvre,43,A+,ngo0060,,(607)316-3910,rc2750
Joanna Cuellar,59,A-,,hosp0026,(586)840-6931,rc2751
Gerri Bello,42,O-,,hosp0041,(557)576-9102,rc2752
Mel Riggs,7,O+,,hosp0034,(928)801-6848,rc2753
Robin Doughty,68,AB-,,hosp0107,(317)949-5592,rc2754
Sarah Bermudez,29,B-,,hosp0023,(310)226-2806,rc2755
Susie Marler,93,AB+,,hosp0206,(406)217-4286,rc2756
Dino Pringle,75,AB-,ngo0055,,(302)446-9886,rc2757
Rachael Fleming,1,O+,ngo0044,,(936)854-6528,rc2758
Rubye Carnahan,25,A+,ngo0075,,(309)884-2424,rc2759
Ignacio Peacock,80,A-,ngo0005,,(406)585-5809,rc2760
Thanh Hart,56,AB-,,hosp0047,(915)961-6035,rc2761
Annette Strong,15,A-,,hosp0191,(718)665-6510,rc2762
Valorie Brown,2,AB-,ngo0091,,(479)301-4476,rc2763
Billy Bachman,83,AB+,ngo0043,,(330)458-7006,rc2764
Bettye Vanhoose,11,O-,ngo0030,,(763)651-2315,rc2765
Shiela Shultz,44,A-,ngo0043,,(605)909-8649,rc2766
Donovan Mccloud,26,O+,,hosp0064,(202)701-3002,rc2767
Angel Turney,10,A+,ngo0072,,(682)296-7028,rc2768
Jacquline Partin,69,AB+,ngo0020,,(207)274-6507,rc2769
Lamar Bernier,3,A-,ngo0080,,(907)564-1165,rc2770
Tiffany Blakely,4,B-,,hosp0119,(612)924-3503,rc2771
Horacio Seaton,50,B+,ngo0112,,(445)848-2420,rc2772
Richie Abell,61,AB-,,hosp0078,(504)491-6602,rc2773
Jerold Mortensen,61,B+,,hosp0122,(845)967-3668,rc2774
Hosea Paterson,98,AB-,,hosp0130,(254)422-6162,rc2775
Manuela Shank,79,O-,ngo0044,,(208)875-4940,rc2776
Isreal Rowan,93,B+,ngo0103,,(409)767-9466,rc2777
Eve Hildreth,51,AB+,ngo0103,,(478)522-1278,rc2778
Rubin Fulkerson,68,AB-,,hosp0095,(312)904-7348,rc2779
Randal Trinidad,28,A-,,hosp0208,(479)411-2596,rc2780
Shelby Terrill,46,AB+,ngo0081,,(931)744-2541,rc2781
Alexis Jarrell,17,O+,ngo0050,,(903)505-4060,rc2782
Zack Peter,66,A+,ngo0119,,(443)376-7724,rc2783
Lucinda Dyson,86,O-,,hosp0083,(253)158-2076,rc2784
Roderick Milam,54,A+,,hosp0152,(856)774-4382,rc2785
Everett Leonard,70,A+,ngo0114,,(205)865-9139,rc2786
Mike Pollard,73,O-,,hosp0078,(304)680-9549,rc2787
Casey Pierre,70,O-,,hosp0062,(405)863-7174,rc2788
Leta Cordell,67,O-,ngo0126,,(716)440-7419,rc2789
Elissa Solis,51,O+,,hosp0055,(615)343-5306,rc2790
Jeramy Pritchett,18,AB-,,hosp0008,(816)496-8592,rc2791
Tanner Dennison,12,AB-,ngo0128,,(510)118-2337,rc2792
Madeline Redmond,95,A+,ngo0096,,(719)907-2515,rc2793
Lena Trapp,49,B+,,hosp0158,(731)606-9446,rc2794
Mason London,12,A+,ngo0002,,(440)165-2003,rc2795
Felicia Short,64,A-,,hosp0031,(570)624-9943,rc2796
Mose Keys,26,A+,,hosp0091,(207)277-6858,rc2797
Salvador Malloy,48,O-,,hosp0180,(616)824-6614,rc2798
Shelton Starr,48,B-,,hosp0123,(520)741-3833,rc2799
Tod Mcneely,82,A-,ngo0118,,(563)757-9837,rc2800
Benita Latham,56,O-,,hosp0026,(816)497-2823,rc2801
Kim Armstrong,18,A+,ngo0080,,(678)750-7462,rc2802
Delmar Brewer,96,B+,,hosp0050,(304)969-9991,rc2803
Bradford Ammons,40,B+,,hosp0171,(650)517-6129,rc2804
Luz Hull,70,O+,,hosp0131,(978)724-9570,rc2805
Armando Jefferson,96,O-,ngo0067,,(701)971-1861,rc2806
Jules Neff,70,O+,,hosp0112,(870)676-9229,rc2807
Holly Sosa,58,B+,,hosp0026,(559)615-9172,rc2808
Marcus Francois,56,B+,,hosp0119,(949)706-9290,rc2809
Les Worrell,69,AB-,,hosp0074,(817)494-3297,rc2810
Leonardo Madrigal,41,AB-,ngo0005,,(843)832-4475,rc2811
Tiara Martindale,73,AB-,ngo0134,,(563)493-4110,rc2812
Leroy Tillman,66,AB-,ngo0104,,(717)352-1288,rc2813
Cassie Soliz,17,B+,ngo0130,,(304)817-6792,rc2814
Aida Lomax,84,B+,ngo0001,,(337)836-4466,rc2815
Misti Rosario,23,AB-,ngo0027,,(815)360-2095,rc2816
Andy Lightfoot,43,B+,ngo0114,,(937)306-5396,rc2817
Viviana Guevara,1,B+,,hosp0174,(843)897-8311,rc2818
Everette Stiles,28,O+,,hosp0114,(662)795-3930,rc2819
Carmela Flanders,69,O-,ngo0125,,(562)411-2294,rc2820
Stacie Reynolds,98,A+,ngo0070,,(702)729-3593,rc2821
Catharine Berrios,80,O-,,hosp0123,(316)842-4233,rc2822
Fatima Muniz,7,A+,,hosp0042,(917)225-4940,rc2823
Beverley Marquardt,83,B-,,hosp0016,(617)986-7607,rc2824
Kristine Schilling,93,B-,,hosp0135,(515)767-9085,rc2825
Elisha Coburn,47,AB-,,hosp0006,(678)421-4751,rc2826
Sarah Glynn,36,B+,ngo0078,,(360)639-7585,rc2827
Milan Gable,39,A-,,hosp0211,(765)475-9541,rc2828
Arnold Burch,58,O+,ngo0079,,(561)547-4153,rc2829
Valeria Mcguire,98,A-,,hosp0053,(470)630-9022,rc2830
Carmela Fortier,94,O-,,hosp0029,(925)727-7165,rc2831
Paulette Meeks,73,AB-,,hosp0111,(667)819-6328,rc2832
Rubin Hutchison,77,AB+,ngo0011,,(281)741-9009,rc2833
Autumn Crane,6,B-,,hosp0093,(406)508-8595,rc2834
Clay Tom,83,O-,ngo0086,,(616)352-8180,rc2835
Omer Chapa,67,B+,ngo0126,,(216)453-2833,rc2836
Tracie Karr,0,A-,ngo0054,,(773)413-2291,rc2837
Christian Montanez,25,O-,,hosp0143,(707)717-5374,rc2838
Sam Bracken,62,AB+,,hosp0159,(817)305-3741,rc2839
Estela Iverson,76,O-,ngo0101,,(301)449-7376,rc2840
Keneth Crews,66,A+,ngo0081,,(985)644-1286,rc2841
Hal Harless,75,B+,ngo0024,,(954)380-1617,rc2842
Edwin Gallant,45,B+,ngo0047,,(678)586-8958,rc2843
Vernon Cromer,19,B+,ngo0003,,(339)448-5993,rc2844
Hilton Shepherd,5,O+,ngo0069,,(661)295-4122,rc2845
Hollis Peeples,18,AB+,,hosp0159,(484)938-5227,rc2846
Bertha Richard,81,O+,ngo0094,,(737)676-3828,rc2847
Idella Snyder,99,B+,ngo0103,,(609)202-6953,rc2848
Kyla Coon,74,B-,ngo0099,,(502)171-5385,rc2849
Alexis Fallon,97,AB+,ngo0107,,(276)421-6899,rc2850
Margo Elston,71,AB+,,hosp0189,(253)442-2727,rc2851
Maurine Tobin,63,O+,ngo0073,,(610)381-1461,rc2852
Theresa Lozano,54,B+,,hosp0132,(804)270-4018,rc2853
Sandi Thrash,50,B-,ngo0013,,(878)428-9076,rc2854
Dante Boling,83,A+,,hosp0178,(307)902-5984,rc2855
Eddy Benner,24,B-,,hosp0187,(731)223-6467,rc2856
Stacy Ortiz,73,A+,,hosp0165,(352)632-1859,rc2857
Alec Chapin,16,AB+,ngo0104,,(907)954-7025,rc2858
Gene Amaya,94,O-,,hosp0183,(205)631-8164,rc2859
Antonio Whitmire,7,AB+,ngo0129,,(878)450-2768,rc2860
Tracey Bolin,3,AB-,,hosp0054,(509)767-5607,rc2861
Archie Earls,88,AB+,ngo0068,,(406)665-6183,rc2862
Chi Waterman,66,AB-,ngo0097,,(502)778-4064,rc2863
Mitchell Seeley,29,O+,ngo0118,,(234)501-6419,rc2864
Lenny Sotelo,14,B+,ngo0049,,(702)636-2099,rc2865
Fausto Waddell,86,AB-,ngo0012,,(227)731-6884,rc2866
Alan Quinones,46,A-,ngo0068,,(754)301-3136,rc2867
Blair Quigley,22,O+,,hosp0025,(614)813-1266,rc2868
Dario Bradley,91,B-,,hosp0030,(901)957-6179,rc2869
Bryon Race,71,A-,ngo0006,,(702)493-5188,rc2870
Doyle Merrell,87,O-,,hosp0210,(706)846-8540,rc2871
Ernesto Odonnell,22,O+,,hosp0018,(386)656-8276,rc2872
Bernardo Cheung,98,AB-,,hosp0024,(304)615-2144,rc2873
Dionne Leonard,10,AB+,,hosp0014,(878)413-7787,rc2874
Elijah Dasilva,90,B+,ngo0006,,(804)277-2345,rc2875
Tamra Dejesus,18,AB-,,hosp0102,(845)124-6091,rc2876
Federico Pennell,33,B-,ngo0132,,(907)730-3367,rc2877
Carlos Maddox,49,O+,,hosp0017,(956)346-4350,rc2878
